t      ,A11      ,A12     ,A21      ,A22      ,B11      ,B21
 0.764 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.766 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.768 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.77  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.772 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.774 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.776 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.778 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.78  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.782 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.784 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.984039 ,1.91637
 0.786 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.788 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.984039 ,1.91637
 0.79  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.984039 ,1.91637
 0.792 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.984039 ,1.91637
 0.794 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.984039 ,1.91637
 0.796 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.984039 ,1.91637
 0.798 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.984039 ,1.91637
 0.8   ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.984039 ,1.91637
 0.802 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.804 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.806 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.808 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.81  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.812 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.814 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.816 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.818 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.82  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.822 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.824 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.826 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.828 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.83  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.832 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.834 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.836 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.838 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.84  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.842 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.844 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.846 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.848 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.85  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.852 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.854 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.856 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.858 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.86  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.862 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.864 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.866 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.868 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.87  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.872 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.874 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.876 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.878 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.88  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.882 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.884 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.886 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.888 ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.89  ,-11.4971 ,76.408  ,-76.408  ,-11.4971 ,0.98404  ,1.91637
 0.892 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.894 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.896 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.898 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.9   ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.902 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.904 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.906 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.908 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.91  ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.912 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.914 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.916 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.918 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.92  ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.922 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.924 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.926 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.928 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.93  ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.932 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.934 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.936 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.938 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.94  ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.942 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.944 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.946 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.948 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.95  ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.952 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.954 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.956 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.958 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.96  ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.962 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.964 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.966 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.968 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.97  ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.972 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.974 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.976 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.978 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.98  ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.982 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.984 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.986 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.988 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.99  ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.992 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.994 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.996 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 0.998 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 1     ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 1.002 ,-11.4971 ,76.4079 ,-76.4079 ,-11.4971 ,0.98404  ,1.91637
 1.004 ,-11.4976 ,76.411  ,-76.411  ,-11.4976 ,0.984079 ,1.91638
 1.006 ,-11.4985 ,76.4174 ,-76.4174 ,-11.4985 ,0.984155 ,1.91638
 1.008 ,-11.5    ,76.4272 ,-76.4272 ,-11.5    ,0.984264 ,1.91639
 1.01  ,-11.5019 ,76.4402 ,-76.4402 ,-11.5019 ,0.984397 ,1.91638
 1.012 ,-11.5043 ,76.4561 ,-76.4561 ,-11.5043 ,0.984597 ,1.91653
 1.014 ,-11.507  ,76.4749 ,-76.4749 ,-11.507  ,0.984821 ,1.91672
 1.016 ,-11.5102 ,76.4963 ,-76.4963 ,-11.5102 ,0.985052 ,1.9169
 1.018 ,-11.5137 ,76.5201 ,-76.5201 ,-11.5137 ,0.985221 ,1.91707
 1.02  ,-11.5176 ,76.546  ,-76.546  ,-11.5176 ,0.985341 ,1.91721
 1.022 ,-11.5217 ,76.5739 ,-76.5739 ,-11.5217 ,0.98542  ,1.91733
 1.024 ,-11.5261 ,76.6034 ,-76.6034 ,-11.5261 ,0.985451 ,1.91741
 1.026 ,-11.5307 ,76.6344 ,-76.6344 ,-11.5307 ,0.985428 ,1.91745
 1.028 ,-11.5354 ,76.6665 ,-76.6665 ,-11.5354 ,0.985346 ,1.91745
 1.03  ,-11.5403 ,76.6995 ,-76.6995 ,-11.5403 ,0.985202 ,1.9174
 1.032 ,-11.5453 ,76.7332 ,-76.7332 ,-11.5453 ,0.984995 ,1.91731
 1.034 ,-11.5503 ,76.7672 ,-76.7672 ,-11.5503 ,0.984724 ,1.91716
 1.036 ,-11.5554 ,76.8014 ,-76.8014 ,-11.5554 ,0.984392 ,1.91697
 1.038 ,-11.5605 ,76.8355 ,-76.8355 ,-11.5605 ,0.984001 ,1.91673
 1.04  ,-11.5655 ,76.8693 ,-76.8693 ,-11.5655 ,0.983555 ,1.91644
 1.042 ,-11.5704 ,76.9025 ,-76.9025 ,-11.5704 ,0.983061 ,1.91611
 1.044 ,-11.5752 ,76.935  ,-76.935  ,-11.5752 ,0.982442 ,1.91574
 1.046 ,-11.5799 ,76.9665 ,-76.9665 ,-11.5799 ,0.981637 ,1.91531
 1.048 ,-11.5844 ,76.997  ,-76.997  ,-11.5844 ,0.980798 ,1.91486
 1.05  ,-11.5887 ,77.0263 ,-77.0263 ,-11.5887 ,0.979938 ,1.91439
 1.052 ,-11.5929 ,77.0542 ,-77.0542 ,-11.5929 ,0.979066 ,1.9139
 1.054 ,-11.5968 ,77.0808 ,-77.0808 ,-11.5968 ,0.978194 ,1.91341
 1.056 ,-11.6005 ,77.1058 ,-77.1058 ,-11.6005 ,0.977332 ,1.91292
 1.058 ,-11.604  ,77.1293 ,-77.1293 ,-11.604  ,0.976489 ,1.91243
 1.06  ,-11.6073 ,77.1513 ,-77.1513 ,-11.6073 ,0.975675 ,1.91196
 1.062 ,-11.6103 ,77.1719 ,-77.1719 ,-11.6103 ,0.974897 ,1.9115
 1.064 ,-11.6131 ,77.1909 ,-77.1909 ,-11.6131 ,0.974177 ,1.91109
 1.066 ,-11.6157 ,77.2086 ,-77.2086 ,-11.6157 ,0.973629 ,1.91088
 1.068 ,-11.6182 ,77.225  ,-77.225  ,-11.6182 ,0.973124 ,1.91069
 1.07  ,-11.6204 ,77.2403 ,-77.2403 ,-11.6204 ,0.972661 ,1.91051
 1.072 ,-11.6226 ,77.2547 ,-77.2547 ,-11.6226 ,0.972241 ,1.91035
 1.074 ,-11.6246 ,77.2682 ,-77.2682 ,-11.6246 ,0.971862 ,1.91021
 1.076 ,-11.6265 ,77.2812 ,-77.2812 ,-11.6265 ,0.971519 ,1.91008
 1.078 ,-11.6284 ,77.2938 ,-77.2938 ,-11.6284 ,0.971202 ,1.90996
 1.08  ,-11.6302 ,77.3062 ,-77.3062 ,-11.6302 ,0.970882 ,1.90983
 1.082 ,-11.632  ,77.3186 ,-77.3186 ,-11.632  ,0.970577 ,1.9097
 1.084 ,-11.6339 ,77.3314 ,-77.3314 ,-11.6339 ,0.970298 ,1.90959
 1.086 ,-11.6359 ,77.3446 ,-77.3446 ,-11.6359 ,0.970037 ,1.90948
 1.088 ,-11.6379 ,77.3584 ,-77.3584 ,-11.6379 ,0.969789 ,1.90937
 1.09  ,-11.6401 ,77.3731 ,-77.3731 ,-11.6401 ,0.969547 ,1.90926
 1.092 ,-11.6424 ,77.3888 ,-77.3888 ,-11.6424 ,0.969304 ,1.90916
 1.094 ,-11.6449 ,77.4055 ,-77.4055 ,-11.6449 ,0.969055 ,1.90905
 1.096 ,-11.6476 ,77.4235 ,-77.4235 ,-11.6476 ,0.968854 ,1.90896
 1.098 ,-11.6504 ,77.4426 ,-77.4426 ,-11.6504 ,0.96865  ,1.90887
 1.1   ,-11.6534 ,77.463  ,-77.463  ,-11.6534 ,0.968422 ,1.90877
 1.102 ,-11.6566 ,77.4845 ,-77.4845 ,-11.6566 ,0.968161 ,1.90867
 1.104 ,-11.66   ,77.5072 ,-77.5072 ,-11.66   ,0.968    ,1.90862
 1.106 ,-11.6635 ,77.531  ,-77.531  ,-11.6635 ,0.967851 ,1.90858
 1.108 ,-11.6672 ,77.5557 ,-77.5557 ,-11.6672 ,0.967682 ,1.90853
 1.11  ,-11.6709 ,77.5812 ,-77.5812 ,-11.6709 ,0.967472 ,1.90845
 1.112 ,-11.6748 ,77.6074 ,-77.6074 ,-11.6748 ,0.967427 ,1.90845
 1.114 ,-11.6788 ,77.6341 ,-77.6341 ,-11.6788 ,0.967372 ,1.90845
 1.116 ,-11.6828 ,77.6612 ,-77.6612 ,-11.6828 ,0.9673   ,1.90844
 1.118 ,-11.6868 ,77.6885 ,-77.6885 ,-11.6868 ,0.967212 ,1.90843
 1.12  ,-11.6909 ,77.7159 ,-77.7159 ,-11.6909 ,0.967107 ,1.90841
 1.122 ,-11.6949 ,77.7431 ,-77.7431 ,-11.6949 ,0.966997 ,1.90839
 1.124 ,-11.6989 ,77.7702 ,-77.7702 ,-11.6989 ,0.967593 ,1.90877
 1.126 ,-11.7029 ,77.7969 ,-77.7969 ,-11.7029 ,0.9682   ,1.90922
 1.128 ,-11.7068 ,77.8233 ,-77.8233 ,-11.7068 ,0.96874  ,1.90969
 1.13  ,-11.7106 ,77.8491 ,-77.8491 ,-11.7106 ,0.969133 ,1.91021
 1.132 ,-11.7144 ,77.8743 ,-77.8743 ,-11.7144 ,0.969495 ,1.91071
 1.134 ,-11.718  ,77.8989 ,-77.8989 ,-11.718  ,0.969843 ,1.91123
 1.136 ,-11.7215 ,77.9228 ,-77.9228 ,-11.7215 ,0.970176 ,1.91179
 1.138 ,-11.725  ,77.9459 ,-77.9459 ,-11.725  ,0.970494 ,1.91233
 1.14  ,-11.7283 ,77.9683 ,-77.9683 ,-11.7283 ,0.970799 ,1.91285
 1.142 ,-11.7315 ,77.99   ,-77.99   ,-11.7315 ,0.971091 ,1.91335
 1.144 ,-11.7346 ,78.0109 ,-78.0109 ,-11.7346 ,0.971372 ,1.91383
 1.146 ,-11.7376 ,78.0312 ,-78.0312 ,-11.7376 ,0.971644 ,1.9143
 1.148 ,-11.7405 ,78.0508 ,-78.0508 ,-11.7405 ,0.971816 ,1.91477
 1.15  ,-11.7434 ,78.0699 ,-78.0699 ,-11.7434 ,0.971978 ,1.91523
 1.152 ,-11.7461 ,78.0885 ,-78.0885 ,-11.7461 ,0.972178 ,1.91572
 1.154 ,-11.7488 ,78.1067 ,-78.1067 ,-11.7488 ,0.972413 ,1.91623
 1.156 ,-11.7514 ,78.1246 ,-78.1246 ,-11.7514 ,0.972642 ,1.91673
 1.158 ,-11.7541 ,78.1422 ,-78.1422 ,-11.7541 ,0.972871 ,1.91722
 1.16  ,-11.7566 ,78.1597 ,-78.1597 ,-11.7566 ,0.97313  ,1.91774
 1.162 ,-11.7592 ,78.1771 ,-78.1771 ,-11.7592 ,0.97339  ,1.91825
 1.164 ,-11.7618 ,78.1946 ,-78.1946 ,-11.7618 ,0.973653 ,1.91877
 1.166 ,-11.7644 ,78.2122 ,-78.2122 ,-11.7644 ,0.973919 ,1.91928
 1.168 ,-11.7671 ,78.23   ,-78.23   ,-11.7671 ,0.97419  ,1.91981
 1.17  ,-11.7697 ,78.2481 ,-78.2481 ,-11.7697 ,0.974466 ,1.92034
 1.172 ,-11.7725 ,78.2665 ,-78.2665 ,-11.7725 ,0.974749 ,1.92088
 1.174 ,-11.7753 ,78.2853 ,-78.2853 ,-11.7753 ,0.975038 ,1.92142
 1.176 ,-11.7781 ,78.3045 ,-78.3045 ,-11.7781 ,0.975335 ,1.92198
 1.178 ,-11.781  ,78.3241 ,-78.3241 ,-11.781  ,0.975639 ,1.92256
 1.18  ,-11.784  ,78.3442 ,-78.3442 ,-11.784  ,0.975949 ,1.92314
 1.182 ,-11.787  ,78.3647 ,-78.3647 ,-11.787  ,0.976266 ,1.92374
 1.184 ,-11.7901 ,78.3857 ,-78.3857 ,-11.7901 ,0.97659  ,1.92435
 1.186 ,-11.7933 ,78.407  ,-78.407  ,-11.7933 ,0.976919 ,1.92497
 1.188 ,-11.7965 ,78.4287 ,-78.4287 ,-11.7965 ,0.977253 ,1.9256
 1.19  ,-11.7998 ,78.4507 ,-78.4507 ,-11.7998 ,0.977591 ,1.92625
 1.192 ,-11.8031 ,78.4729 ,-78.4729 ,-11.8031 ,0.977932 ,1.9269
 1.194 ,-11.8064 ,78.4954 ,-78.4954 ,-11.8064 ,0.978275 ,1.92756
 1.196 ,-11.8097 ,78.518  ,-78.518  ,-11.8097 ,0.978619 ,1.92822
 1.198 ,-11.8131 ,78.5407 ,-78.5407 ,-11.8131 ,0.978964 ,1.92889
 1.2   ,-11.8165 ,78.5635 ,-78.5635 ,-11.8165 ,0.979307 ,1.92955
 1.202 ,-11.8198 ,78.5862 ,-78.5862 ,-11.8198 ,0.979649 ,1.93022
 1.204 ,-11.8232 ,78.6088 ,-78.6088 ,-11.8232 ,0.979989 ,1.93089
 1.206 ,-11.8265 ,78.6312 ,-78.6312 ,-11.8265 ,0.980325 ,1.93155
 1.208 ,-11.8298 ,78.6535 ,-78.6535 ,-11.8298 ,0.980657 ,1.93221
 1.21  ,-11.8331 ,78.6755 ,-78.6755 ,-11.8331 ,0.980984 ,1.93286
 1.212 ,-11.8363 ,78.6973 ,-78.6973 ,-11.8363 ,0.981411 ,1.93366
 1.214 ,-11.8395 ,78.7187 ,-78.7187 ,-11.8395 ,0.981906 ,1.93457
 1.216 ,-11.8426 ,78.7399 ,-78.7399 ,-11.8426 ,0.982393 ,1.93547
 1.218 ,-11.8457 ,78.7607 ,-78.7607 ,-11.8457 ,0.982872 ,1.93635
 1.22  ,-11.8487 ,78.7812 ,-78.7812 ,-11.8487 ,0.983342 ,1.93722
 1.222 ,-11.8517 ,78.8015 ,-78.8015 ,-11.8517 ,0.983806 ,1.93807
 1.224 ,-11.8547 ,78.8214 ,-78.8214 ,-11.8547 ,0.984263 ,1.93891
 1.226 ,-11.8576 ,78.841  ,-78.841  ,-11.8576 ,0.984714 ,1.93975
 1.228 ,-11.8605 ,78.8604 ,-78.8604 ,-11.8605 ,0.985159 ,1.94056
 1.23  ,-11.8633 ,78.8796 ,-78.8796 ,-11.8633 ,0.9856   ,1.94138
 1.232 ,-11.8661 ,78.8986 ,-78.8986 ,-11.8661 ,0.986038 ,1.94218
 1.234 ,-11.8689 ,78.9174 ,-78.9174 ,-11.8689 ,0.986472 ,1.94297
 1.236 ,-11.8717 ,78.936  ,-78.936  ,-11.8717 ,0.986905 ,1.94376
 1.238 ,-11.8744 ,78.9545 ,-78.9545 ,-11.8744 ,0.987337 ,1.94455
 1.24  ,-11.8772 ,78.973  ,-78.973  ,-11.8772 ,0.987769 ,1.94534
 1.242 ,-11.8799 ,78.9915 ,-78.9915 ,-11.8799 ,0.988202 ,1.94612
 1.244 ,-11.8826 ,79.0099 ,-79.0099 ,-11.8826 ,0.988636 ,1.94691
 1.246 ,-11.8853 ,79.0284 ,-79.0284 ,-11.8853 ,0.989072 ,1.94769
 1.248 ,-11.8881 ,79.0469 ,-79.0469 ,-11.8881 ,0.98951  ,1.94849
 1.25  ,-11.8908 ,79.0654 ,-79.0654 ,-11.8908 ,0.989952 ,1.94928
 1.252 ,-11.8936 ,79.0841 ,-79.0841 ,-11.8936 ,0.990396 ,1.95008
 1.254 ,-11.8964 ,79.1029 ,-79.1029 ,-11.8964 ,0.990843 ,1.95088
 1.256 ,-11.8992 ,79.1217 ,-79.1217 ,-11.8992 ,0.991294 ,1.95169
 1.258 ,-11.902  ,79.1407 ,-79.1407 ,-11.902  ,0.991748 ,1.9525
 1.26  ,-11.9048 ,79.1599 ,-79.1599 ,-11.9048 ,0.992205 ,1.95332
 1.262 ,-11.9077 ,79.1791 ,-79.1791 ,-11.9077 ,0.992665 ,1.95414
 1.264 ,-11.9105 ,79.1984 ,-79.1984 ,-11.9105 ,0.993106 ,1.955
 1.266 ,-11.9134 ,79.2179 ,-79.2179 ,-11.9134 ,0.993541 ,1.95586
 1.268 ,-11.9163 ,79.2374 ,-79.2374 ,-11.9163 ,0.993986 ,1.95678
 1.27  ,-11.9192 ,79.257  ,-79.257  ,-11.9192 ,0.994421 ,1.95777
 1.272 ,-11.9221 ,79.2766 ,-79.2766 ,-11.9221 ,0.994806 ,1.95876
 1.274 ,-11.925  ,79.2962 ,-79.2962 ,-11.925  ,0.995191 ,1.95975
 1.276 ,-11.9279 ,79.3158 ,-79.3158 ,-11.9279 ,0.995574 ,1.96073
 1.278 ,-11.9308 ,79.3354 ,-79.3354 ,-11.9308 ,0.995956 ,1.96172
 1.28  ,-11.9337 ,79.3549 ,-79.3549 ,-11.9337 ,0.996336 ,1.9627
 1.282 ,-11.9366 ,79.3744 ,-79.3744 ,-11.9366 ,0.996714 ,1.96367
 1.284 ,-11.9395 ,79.3938 ,-79.3938 ,-11.9395 ,0.997089 ,1.96464
 1.286 ,-11.9424 ,79.4132 ,-79.4132 ,-11.9424 ,0.997361 ,1.96565
 1.288 ,-11.9452 ,79.4324 ,-79.4324 ,-11.9452 ,0.997536 ,1.96669
 1.29  ,-11.948  ,79.4514 ,-79.4514 ,-11.948  ,0.997708 ,1.96771
 1.292 ,-11.9508 ,79.4703 ,-79.4703 ,-11.9508 ,0.997878 ,1.96873
 1.294 ,-11.9536 ,79.489  ,-79.489  ,-11.9536 ,0.998045 ,1.96974
 1.296 ,-11.9563 ,79.5075 ,-79.5075 ,-11.9563 ,0.998211 ,1.97074
 1.298 ,-11.9591 ,79.5258 ,-79.5258 ,-11.9591 ,0.99828  ,1.97179
 1.3   ,-11.9617 ,79.544  ,-79.544  ,-11.9617 ,0.998207 ,1.97292
 1.302 ,-11.9644 ,79.5619 ,-79.5619 ,-11.9644 ,0.998135 ,1.97403
 1.304 ,-11.967  ,79.5796 ,-79.5796 ,-11.967  ,0.998066 ,1.97514
 1.306 ,-11.9696 ,79.5971 ,-79.5971 ,-11.9696 ,0.997998 ,1.97623
 1.308 ,-11.9722 ,79.6145 ,-79.6145 ,-11.9722 ,0.997933 ,1.97731
 1.31  ,-11.9747 ,79.6317 ,-79.6317 ,-11.9747 ,0.99787  ,1.97839
 1.312 ,-11.9773 ,79.6488 ,-79.6488 ,-11.9773 ,0.997809 ,1.97946
 1.314 ,-11.9798 ,79.6658 ,-79.6658 ,-11.9798 ,0.997751 ,1.98052
 1.316 ,-11.9823 ,79.6828 ,-79.6828 ,-11.9823 ,0.997755 ,1.9816
 1.318 ,-11.9848 ,79.6996 ,-79.6996 ,-11.9848 ,0.997784 ,1.98268
 1.32  ,-11.9873 ,79.7165 ,-79.7165 ,-11.9873 ,0.997816 ,1.98375
 1.322 ,-11.9898 ,79.7334 ,-79.7334 ,-11.9898 ,0.997849 ,1.98484
 1.324 ,-11.9923 ,79.7503 ,-79.7503 ,-11.9923 ,0.997883 ,1.98592
 1.326 ,-11.9948 ,79.7672 ,-79.7672 ,-11.9948 ,0.99792  ,1.987
 1.328 ,-11.9973 ,79.7841 ,-79.7841 ,-11.9973 ,0.997957 ,1.98809
