t      ,A11      ,A12     ,A21      ,A22      ,B11      ,B21
24.866 ,-12.4206 ,82.6413 ,-82.6413 ,-12.4206 ,1.07182  ,2.15081
24.868 ,-12.4179 ,82.623  ,-82.623  ,-12.4179 ,1.07139  ,2.14974
24.87  ,-12.4152 ,82.6046 ,-82.6046 ,-12.4152 ,1.07097  ,2.14868
24.872 ,-12.4125 ,82.5862 ,-82.5862 ,-12.4125 ,1.07054  ,2.14761
24.874 ,-12.4097 ,82.5678 ,-82.5678 ,-12.4097 ,1.07011  ,2.14653
24.876 ,-12.407  ,82.5493 ,-82.5493 ,-12.407  ,1.06968  ,2.14546
24.878 ,-12.4043 ,82.5308 ,-82.5308 ,-12.4043 ,1.06925  ,2.14438
24.88  ,-12.4015 ,82.5122 ,-82.5122 ,-12.4015 ,1.06882  ,2.1433
24.882 ,-12.3987 ,82.4936 ,-82.4936 ,-12.3987 ,1.06838  ,2.14222
24.884 ,-12.396  ,82.4749 ,-82.4749 ,-12.396  ,1.06795  ,2.14113
24.886 ,-12.3932 ,82.4562 ,-82.4562 ,-12.3932 ,1.06751  ,2.14004
24.888 ,-12.3904 ,82.4374 ,-82.4374 ,-12.3904 ,1.06708  ,2.13895
24.89  ,-12.3876 ,82.4186 ,-82.4186 ,-12.3876 ,1.06664  ,2.13785
24.892 ,-12.3848 ,82.3998 ,-82.3998 ,-12.3848 ,1.0662   ,2.13676
24.894 ,-12.382  ,82.3809 ,-82.3809 ,-12.382  ,1.06576  ,2.13566
24.896 ,-12.3792 ,82.3619 ,-82.3619 ,-12.3792 ,1.06532  ,2.13456
24.898 ,-12.3764 ,82.343  ,-82.343  ,-12.3764 ,1.06488  ,2.13345
24.9   ,-12.3736 ,82.324  ,-82.324  ,-12.3736 ,1.06444  ,2.13235
24.902 ,-12.3708 ,82.305  ,-82.305  ,-12.3708 ,1.06399  ,2.13124
24.904 ,-12.368  ,82.2859 ,-82.2859 ,-12.368  ,1.06355  ,2.13013
24.906 ,-12.3652 ,82.2668 ,-82.2668 ,-12.3652 ,1.06311  ,2.12902
24.908 ,-12.3623 ,82.2477 ,-82.2477 ,-12.3623 ,1.0627   ,2.12802
24.91  ,-12.3595 ,82.2286 ,-82.2286 ,-12.3595 ,1.06231  ,2.12703
24.912 ,-12.3567 ,82.2095 ,-82.2095 ,-12.3567 ,1.06191  ,2.12605
24.914 ,-12.3538 ,82.1904 ,-82.1904 ,-12.3538 ,1.06152  ,2.12506
24.916 ,-12.351  ,82.1713 ,-82.1713 ,-12.351  ,1.06112  ,2.12408
24.918 ,-12.3482 ,82.1523 ,-82.1523 ,-12.3482 ,1.06073  ,2.12309
24.92  ,-12.3454 ,82.1332 ,-82.1332 ,-12.3454 ,1.06033  ,2.12211
24.922 ,-12.3425 ,82.1142 ,-82.1142 ,-12.3425 ,1.05994  ,2.12113
24.924 ,-12.3397 ,82.0952 ,-82.0952 ,-12.3397 ,1.05954  ,2.12015
24.926 ,-12.3369 ,82.0763 ,-82.0763 ,-12.3369 ,1.05915  ,2.11917
24.928 ,-12.3341 ,82.0574 ,-82.0574 ,-12.3341 ,1.05876  ,2.1182
24.93  ,-12.3313 ,82.0385 ,-82.0385 ,-12.3313 ,1.05837  ,2.11722
24.932 ,-12.3285 ,82.0197 ,-82.0197 ,-12.3285 ,1.05798  ,2.11625
24.934 ,-12.3257 ,82.0009 ,-82.0009 ,-12.3257 ,1.05759  ,2.11528
24.936 ,-12.323  ,81.9821 ,-81.9821 ,-12.323  ,1.0572   ,2.11431
24.938 ,-12.3202 ,81.9633 ,-81.9633 ,-12.3202 ,1.05681  ,2.11334
24.94  ,-12.3174 ,81.9446 ,-81.9446 ,-12.3174 ,1.05642  ,2.11237
24.942 ,-12.3146 ,81.9258 ,-81.9258 ,-12.3146 ,1.05603  ,2.11141
24.944 ,-12.3118 ,81.9071 ,-81.9071 ,-12.3118 ,1.05564  ,2.11044
24.946 ,-12.3091 ,81.8883 ,-81.8883 ,-12.3091 ,1.05525  ,2.10947
24.948 ,-12.3063 ,81.8695 ,-81.8695 ,-12.3063 ,1.05486  ,2.1085
24.95  ,-12.3035 ,81.8507 ,-81.8507 ,-12.3035 ,1.05448  ,2.10753
24.952 ,-12.3007 ,81.8319 ,-81.8319 ,-12.3007 ,1.05409  ,2.10656
24.954 ,-12.2979 ,81.813  ,-81.813  ,-12.2979 ,1.0537   ,2.10559
24.956 ,-12.2951 ,81.7942 ,-81.7942 ,-12.2951 ,1.05331  ,2.10462
24.958 ,-12.2923 ,81.7752 ,-81.7752 ,-12.2923 ,1.05292  ,2.10364
24.96  ,-12.2895 ,81.7563 ,-81.7563 ,-12.2895 ,1.05253  ,2.10266
24.962 ,-12.2867 ,81.7373 ,-81.7373 ,-12.2867 ,1.05213  ,2.10168
24.964 ,-12.2839 ,81.7182 ,-81.7182 ,-12.2839 ,1.05174  ,2.1007
24.966 ,-12.281  ,81.6992 ,-81.6992 ,-12.281  ,1.05135  ,2.09972
24.968 ,-12.2782 ,81.6801 ,-81.6801 ,-12.2782 ,1.05095  ,2.09873
24.97  ,-12.2754 ,81.6609 ,-81.6609 ,-12.2754 ,1.05056  ,2.09775
24.972 ,-12.2725 ,81.6417 ,-81.6417 ,-12.2725 ,1.05016  ,2.09676
24.974 ,-12.2697 ,81.6225 ,-81.6225 ,-12.2697 ,1.04977  ,2.09577
24.976 ,-12.2668 ,81.6032 ,-81.6032 ,-12.2668 ,1.04937  ,2.09477
24.978 ,-12.264  ,81.584  ,-81.584  ,-12.264  ,1.04897  ,2.09378
24.98  ,-12.2611 ,81.5647 ,-81.5647 ,-12.2611 ,1.04857  ,2.09278
24.982 ,-12.2583 ,81.5454 ,-81.5454 ,-12.2583 ,1.04817  ,2.09179
24.984 ,-12.2554 ,81.5261 ,-81.5261 ,-12.2554 ,1.04777  ,2.09079
24.986 ,-12.2525 ,81.5067 ,-81.5067 ,-12.2525 ,1.04737  ,2.08983
24.988 ,-12.2497 ,81.4874 ,-81.4874 ,-12.2497 ,1.04696  ,2.08889
24.99  ,-12.2468 ,81.4681 ,-81.4681 ,-12.2468 ,1.04654  ,2.08795
24.992 ,-12.2439 ,81.4488 ,-81.4488 ,-12.2439 ,1.04612  ,2.08702
24.994 ,-12.2411 ,81.4294 ,-81.4294 ,-12.2411 ,1.0457   ,2.08609
24.996 ,-12.2382 ,81.4101 ,-81.4101 ,-12.2382 ,1.04528  ,2.08515
24.998 ,-12.2354 ,81.3908 ,-81.3908 ,-12.2354 ,1.04486  ,2.08422
25     ,-12.2325 ,81.3716 ,-81.3716 ,-12.2325 ,1.04444  ,2.08329
25.002 ,-12.2297 ,81.3523 ,-81.3523 ,-12.2297 ,1.04402  ,2.08237
25.004 ,-12.2268 ,81.3331 ,-81.3331 ,-12.2268 ,1.0436   ,2.08144
25.006 ,-12.224  ,81.314  ,-81.314  ,-12.224  ,1.04318  ,2.08052
25.008 ,-12.2211 ,81.2948 ,-81.2948 ,-12.2211 ,1.04277  ,2.07962
25.01  ,-12.2183 ,81.2758 ,-81.2758 ,-12.2183 ,1.04235  ,2.07873
25.012 ,-12.2155 ,81.2567 ,-81.2567 ,-12.2155 ,1.04194  ,2.07783
25.014 ,-12.2127 ,81.2377 ,-81.2377 ,-12.2127 ,1.04153  ,2.07694
25.016 ,-12.2099 ,81.2187 ,-81.2187 ,-12.2099 ,1.04112  ,2.07606
25.018 ,-12.2071 ,81.1998 ,-81.1998 ,-12.2071 ,1.04071  ,2.07517
25.02  ,-12.2043 ,81.1809 ,-81.1809 ,-12.2043 ,1.04029  ,2.07428
25.022 ,-12.2015 ,81.162  ,-81.162  ,-12.2015 ,1.03989  ,2.0734
25.024 ,-12.1987 ,81.1432 ,-81.1432 ,-12.1987 ,1.03948  ,2.07252
25.026 ,-12.1959 ,81.1244 ,-81.1244 ,-12.1959 ,1.03907  ,2.07163
25.028 ,-12.1931 ,81.1056 ,-81.1056 ,-12.1931 ,1.03866  ,2.07075
25.03  ,-12.1903 ,81.0868 ,-81.0868 ,-12.1903 ,1.03826  ,2.06987
25.032 ,-12.1875 ,81.0681 ,-81.0681 ,-12.1875 ,1.03785  ,2.069
25.034 ,-12.1848 ,81.0493 ,-81.0493 ,-12.1848 ,1.03744  ,2.06812
25.036 ,-12.182  ,81.0306 ,-81.0306 ,-12.182  ,1.03704  ,2.06724
25.038 ,-12.1792 ,81.0119 ,-81.0119 ,-12.1792 ,1.03663  ,2.06636
25.04  ,-12.1764 ,80.9932 ,-80.9932 ,-12.1764 ,1.03622  ,2.06542
25.042 ,-12.1737 ,80.9744 ,-80.9744 ,-12.1737 ,1.0358   ,2.06447
25.044 ,-12.1709 ,80.9557 ,-80.9557 ,-12.1709 ,1.03539  ,2.06352
25.046 ,-12.1681 ,80.937  ,-80.937  ,-12.1681 ,1.03497  ,2.06258
25.048 ,-12.1653 ,80.9183 ,-80.9183 ,-12.1653 ,1.03457  ,2.06166
25.05  ,-12.1626 ,80.8995 ,-80.8995 ,-12.1626 ,1.03416  ,2.06074
25.052 ,-12.1598 ,80.8807 ,-80.8807 ,-12.1598 ,1.03375  ,2.05982
25.054 ,-12.157  ,80.8619 ,-80.8619 ,-12.157  ,1.03334  ,2.0589
25.056 ,-12.1542 ,80.8431 ,-80.8431 ,-12.1542 ,1.03294  ,2.05798
25.058 ,-12.1514 ,80.8243 ,-80.8243 ,-12.1514 ,1.03253  ,2.05706
25.06  ,-12.1486 ,80.8055 ,-80.8055 ,-12.1486 ,1.03212  ,2.05614
25.062 ,-12.1459 ,80.7867 ,-80.7867 ,-12.1459 ,1.03171  ,2.05522
25.064 ,-12.1431 ,80.7678 ,-80.7678 ,-12.1431 ,1.0313   ,2.0543
25.066 ,-12.1403 ,80.749  ,-80.749  ,-12.1403 ,1.03089  ,2.05338
25.068 ,-12.1375 ,80.7301 ,-80.7301 ,-12.1375 ,1.03048  ,2.05246
25.07  ,-12.1347 ,80.7113 ,-80.7113 ,-12.1347 ,1.03007  ,2.05154
25.072 ,-12.1319 ,80.6925 ,-80.6925 ,-12.1319 ,1.02967  ,2.05062
25.074 ,-12.1291 ,80.6737 ,-80.6737 ,-12.1291 ,1.02926  ,2.04971
25.076 ,-12.1263 ,80.6549 ,-80.6549 ,-12.1263 ,1.02885  ,2.04879
25.078 ,-12.1236 ,80.6362 ,-80.6362 ,-12.1236 ,1.02844  ,2.04788
25.08  ,-12.1208 ,80.6175 ,-80.6175 ,-12.1208 ,1.02803  ,2.04696
25.082 ,-12.118  ,80.5988 ,-80.5988 ,-12.118  ,1.02762  ,2.04605
25.084 ,-12.1153 ,80.5801 ,-80.5801 ,-12.1153 ,1.02722  ,2.04515
25.086 ,-12.1125 ,80.5615 ,-80.5615 ,-12.1125 ,1.02681  ,2.04424
25.088 ,-12.1097 ,80.543  ,-80.543  ,-12.1097 ,1.0264   ,2.04334
25.09  ,-12.107  ,80.5245 ,-80.5245 ,-12.107  ,1.026    ,2.04243
25.092 ,-12.1043 ,80.506  ,-80.506  ,-12.1043 ,1.0256   ,2.04154
25.094 ,-12.1015 ,80.4876 ,-80.4876 ,-12.1015 ,1.02519  ,2.04064
25.096 ,-12.0988 ,80.4692 ,-80.4692 ,-12.0988 ,1.02479  ,2.03974
25.098 ,-12.0961 ,80.4509 ,-80.4509 ,-12.0961 ,1.02439  ,2.03885
25.1   ,-12.0934 ,80.4326 ,-80.4326 ,-12.0934 ,1.02399  ,2.03796
25.102 ,-12.0907 ,80.4143 ,-80.4143 ,-12.0907 ,1.02359  ,2.03707
25.104 ,-12.088  ,80.3961 ,-80.3961 ,-12.088  ,1.02319  ,2.03619
25.106 ,-12.0853 ,80.378  ,-80.378  ,-12.0853 ,1.0228   ,2.03531
25.108 ,-12.0826 ,80.3599 ,-80.3599 ,-12.0826 ,1.0224   ,2.03442
25.11  ,-12.0799 ,80.3418 ,-80.3418 ,-12.0799 ,1.02201  ,2.03354
25.112 ,-12.0773 ,80.3238 ,-80.3238 ,-12.0773 ,1.02166  ,2.03269
25.114 ,-12.0746 ,80.3058 ,-80.3058 ,-12.0746 ,1.02135  ,2.03186
25.116 ,-12.072  ,80.2879 ,-80.2879 ,-12.072  ,1.02104  ,2.03104
25.118 ,-12.0693 ,80.27   ,-80.27   ,-12.0693 ,1.02073  ,2.03022
25.12  ,-12.0667 ,80.2521 ,-80.2521 ,-12.0667 ,1.02042  ,2.02939
25.122 ,-12.064  ,80.2344 ,-80.2344 ,-12.064  ,1.02011  ,2.02857
25.124 ,-12.0614 ,80.2166 ,-80.2166 ,-12.0614 ,1.0198   ,2.02776
25.126 ,-12.0588 ,80.1989 ,-80.1989 ,-12.0588 ,1.01949  ,2.02694
25.128 ,-12.0562 ,80.1813 ,-80.1813 ,-12.0562 ,1.01917  ,2.02611
25.13  ,-12.0536 ,80.1637 ,-80.1637 ,-12.0536 ,1.01885  ,2.02529
25.132 ,-12.051  ,80.1461 ,-80.1461 ,-12.051  ,1.01858  ,2.02454
25.134 ,-12.0484 ,80.1286 ,-80.1286 ,-12.0484 ,1.01832  ,2.02378
25.136 ,-12.0458 ,80.1111 ,-80.1111 ,-12.0458 ,1.01805  ,2.02303
25.138 ,-12.0432 ,80.0937 ,-80.0937 ,-12.0432 ,1.01779  ,2.02228
25.14  ,-12.0406 ,80.0763 ,-80.0763 ,-12.0406 ,1.01753  ,2.02153
25.142 ,-12.038  ,80.0589 ,-80.0589 ,-12.038  ,1.01727  ,2.02079
25.144 ,-12.0355 ,80.0416 ,-80.0416 ,-12.0355 ,1.01701  ,2.02004
25.146 ,-12.0329 ,80.0244 ,-80.0244 ,-12.0329 ,1.01675  ,2.0193
25.148 ,-12.0304 ,80.0071 ,-80.0071 ,-12.0304 ,1.01649  ,2.01856
25.15  ,-12.0278 ,79.99   ,-79.99   ,-12.0278 ,1.01623  ,2.01782
25.152 ,-12.0253 ,79.9728 ,-79.9728 ,-12.0253 ,1.01597  ,2.01709
25.154 ,-12.0227 ,79.9557 ,-79.9557 ,-12.0227 ,1.01571  ,2.01635
25.156 ,-12.0202 ,79.9386 ,-79.9386 ,-12.0202 ,1.01545  ,2.01562
25.158 ,-12.0177 ,79.9216 ,-79.9216 ,-12.0177 ,1.0152   ,2.01488
25.16  ,-12.0152 ,79.9046 ,-79.9046 ,-12.0152 ,1.01493  ,2.01414
25.162 ,-12.0127 ,79.8877 ,-79.8877 ,-12.0127 ,1.01462  ,2.01337
25.164 ,-12.0102 ,79.8708 ,-79.8708 ,-12.0102 ,1.01432  ,2.0126
25.166 ,-12.0077 ,79.8539 ,-79.8539 ,-12.0077 ,1.01401  ,2.01183
25.168 ,-12.0052 ,79.837  ,-79.837  ,-12.0052 ,1.01371  ,2.01106
25.17  ,-12.0027 ,79.8201 ,-79.8201 ,-12.0027 ,1.01341  ,2.01029
25.172 ,-12.0002 ,79.8033 ,-79.8033 ,-12.0002 ,1.01311  ,2.00952
25.174 ,-11.9977 ,79.7865 ,-79.7865 ,-11.9977 ,1.01279  ,2.00876
25.176 ,-11.9952 ,79.7697 ,-79.7697 ,-11.9952 ,1.01247  ,2.00801
25.178 ,-11.9927 ,79.753  ,-79.753  ,-11.9927 ,1.01221  ,2.00723
25.18  ,-11.9902 ,79.7362 ,-79.7362 ,-11.9902 ,1.01195  ,2.00646
25.182 ,-11.9878 ,79.7196 ,-79.7196 ,-11.9878 ,1.01169  ,2.00569
25.184 ,-11.9853 ,79.7029 ,-79.7029 ,-11.9853 ,1.01144  ,2.00492
25.186 ,-11.9828 ,79.6863 ,-79.6863 ,-11.9828 ,1.01118  ,2.00416
25.188 ,-11.9804 ,79.6698 ,-79.6698 ,-11.9804 ,1.01092  ,2.00339
25.19  ,-11.9779 ,79.6533 ,-79.6533 ,-11.9779 ,1.01066  ,2.00263
25.192 ,-11.9755 ,79.6368 ,-79.6368 ,-11.9755 ,1.0104   ,2.00187
25.194 ,-11.9731 ,79.6204 ,-79.6204 ,-11.9731 ,1.01015  ,2.00111
25.196 ,-11.9706 ,79.6041 ,-79.6041 ,-11.9706 ,1.00989  ,2.00036
25.198 ,-11.9682 ,79.5878 ,-79.5878 ,-11.9682 ,1.00964  ,1.9996
25.2   ,-11.9658 ,79.5715 ,-79.5715 ,-11.9658 ,1.00938  ,1.99885
25.202 ,-11.9634 ,79.5554 ,-79.5554 ,-11.9634 ,1.00913  ,1.99811
25.204 ,-11.961  ,79.5392 ,-79.5392 ,-11.961  ,1.00888  ,1.99736
25.206 ,-11.9587 ,79.5232 ,-79.5232 ,-11.9587 ,1.00862  ,1.99662
25.208 ,-11.9563 ,79.5072 ,-79.5072 ,-11.9563 ,1.00837  ,1.99588
25.21  ,-11.9539 ,79.4912 ,-79.4912 ,-11.9539 ,1.0081   ,1.99514
25.212 ,-11.9516 ,79.4753 ,-79.4753 ,-11.9516 ,1.00782  ,1.99441
25.214 ,-11.9492 ,79.4594 ,-79.4594 ,-11.9492 ,1.00755  ,1.99368
25.216 ,-11.9469 ,79.4437 ,-79.4437 ,-11.9469 ,1.00727  ,1.99296
25.218 ,-11.9445 ,79.4279 ,-79.4279 ,-11.9445 ,1.00699  ,1.99224
25.22  ,-11.9422 ,79.4122 ,-79.4122 ,-11.9422 ,1.00672  ,1.99152
25.222 ,-11.9399 ,79.3966 ,-79.3966 ,-11.9399 ,1.00645  ,1.99081
25.224 ,-11.9376 ,79.381  ,-79.381  ,-11.9376 ,1.00617  ,1.99009
25.226 ,-11.9353 ,79.3655 ,-79.3655 ,-11.9353 ,1.0059   ,1.98938
25.228 ,-11.933  ,79.35   ,-79.35   ,-11.933  ,1.00563  ,1.98868
25.23  ,-11.9307 ,79.3346 ,-79.3346 ,-11.9307 ,1.00536  ,1.98797
25.232 ,-11.9284 ,79.3192 ,-79.3192 ,-11.9284 ,1.00508  ,1.98727
25.234 ,-11.9262 ,79.3039 ,-79.3039 ,-11.9262 ,1.00465  ,1.9866
25.236 ,-11.9239 ,79.2886 ,-79.2886 ,-11.9239 ,1.00423  ,1.98593
25.238 ,-11.9216 ,79.2733 ,-79.2733 ,-11.9216 ,1.0038   ,1.98527
25.24  ,-11.9194 ,79.2581 ,-79.2581 ,-11.9194 ,1.00339  ,1.9846
25.242 ,-11.9171 ,79.2429 ,-79.2429 ,-11.9171 ,1.00307  ,1.98392
25.244 ,-11.9149 ,79.2278 ,-79.2278 ,-11.9149 ,1.00275  ,1.98325
25.246 ,-11.9127 ,79.2127 ,-79.2127 ,-11.9127 ,1.00243  ,1.98258
25.248 ,-11.9104 ,79.1976 ,-79.1976 ,-11.9104 ,1.00211  ,1.98191
25.25  ,-11.9082 ,79.1827 ,-79.1827 ,-11.9082 ,1.00179  ,1.98125
25.252 ,-11.906  ,79.1678 ,-79.1678 ,-11.906  ,1.00147  ,1.98059
25.254 ,-11.9038 ,79.153  ,-79.153  ,-11.9038 ,1.00116  ,1.97993
25.256 ,-11.9016 ,79.1382 ,-79.1382 ,-11.9016 ,1.00084  ,1.97927
25.258 ,-11.8994 ,79.1235 ,-79.1235 ,-11.8994 ,1.00053  ,1.97862
25.26  ,-11.8973 ,79.1089 ,-79.1089 ,-11.8973 ,1.00022  ,1.97798
25.262 ,-11.8951 ,79.0944 ,-79.0944 ,-11.8951 ,0.999907 ,1.97733
25.264 ,-11.893  ,79.0799 ,-79.0799 ,-11.893  ,0.999598 ,1.97669
25.266 ,-11.8909 ,79.0656 ,-79.0656 ,-11.8909 ,0.999291 ,1.97605
25.268 ,-11.8887 ,79.0513 ,-79.0513 ,-11.8887 ,0.998986 ,1.97542
25.27  ,-11.8866 ,79.037  ,-79.037  ,-11.8866 ,0.998682 ,1.97479
25.272 ,-11.8845 ,79.0229 ,-79.0229 ,-11.8845 ,0.99838  ,1.97416
25.274 ,-11.8825 ,79.0088 ,-79.0088 ,-11.8825 ,0.998079 ,1.97353
25.276 ,-11.8804 ,78.9948 ,-78.9948 ,-11.8804 ,0.99778  ,1.97291
25.278 ,-11.8783 ,78.9809 ,-78.9809 ,-11.8783 ,0.997483 ,1.9723
25.28  ,-11.8763 ,78.9671 ,-78.9671 ,-11.8763 ,0.9972   ,1.97168
25.282 ,-11.8742 ,78.9533 ,-78.9533 ,-11.8742 ,0.996922 ,1.97107
25.284 ,-11.8722 ,78.9396 ,-78.9396 ,-11.8722 ,0.996645 ,1.97046
25.286 ,-11.8702 ,78.9259 ,-78.9259 ,-11.8702 ,0.996349 ,1.96983
25.288 ,-11.8682 ,78.9123 ,-78.9123 ,-11.8682 ,0.996048 ,1.9692
25.29  ,-11.8662 ,78.8988 ,-78.8988 ,-11.8662 ,0.995749 ,1.96858
25.292 ,-11.8642 ,78.8854 ,-78.8854 ,-11.8642 ,0.995451 ,1.96795
25.294 ,-11.8622 ,78.872  ,-78.872  ,-11.8622 ,0.995155 ,1.96733
25.296 ,-11.8602 ,78.8586 ,-78.8586 ,-11.8602 ,0.994859 ,1.96672
25.298 ,-11.8582 ,78.8454 ,-78.8454 ,-11.8582 ,0.994565 ,1.9661
25.3   ,-11.8563 ,78.8321 ,-78.8321 ,-11.8563 ,0.994273 ,1.96549
25.302 ,-11.8543 ,78.8189 ,-78.8189 ,-11.8543 ,0.993981 ,1.96488
25.304 ,-11.8524 ,78.8058 ,-78.8058 ,-11.8524 ,0.993691 ,1.96427
25.306 ,-11.8504 ,78.7927 ,-78.7927 ,-11.8504 ,0.993402 ,1.96366
25.308 ,-11.8485 ,78.7797 ,-78.7797 ,-11.8485 ,0.993093 ,1.96307
25.31  ,-11.8466 ,78.7667 ,-78.7667 ,-11.8466 ,0.992779 ,1.96248
25.312 ,-11.8447 ,78.7538 ,-78.7538 ,-11.8447 ,0.992438 ,1.96192
25.314 ,-11.8428 ,78.741  ,-78.741  ,-11.8428 ,0.992068 ,1.96138
25.316 ,-11.8409 ,78.7281 ,-78.7281 ,-11.8409 ,0.991699 ,1.96085
25.318 ,-11.839  ,78.7153 ,-78.7153 ,-11.839  ,0.991332 ,1.96032
25.32  ,-11.8371 ,78.7026 ,-78.7026 ,-11.8371 ,0.990965 ,1.95978
25.322 ,-11.8352 ,78.69   ,-78.69   ,-11.8352 ,0.9906   ,1.95926
25.324 ,-11.8333 ,78.6774 ,-78.6774 ,-11.8333 ,0.990236 ,1.95873
25.326 ,-11.8315 ,78.6648 ,-78.6648 ,-11.8315 ,0.989874 ,1.95821
25.328 ,-11.8296 ,78.6524 ,-78.6524 ,-11.8296 ,0.989514 ,1.95769
25.33  ,-11.8278 ,78.64   ,-78.64   ,-11.8278 ,0.989156 ,1.95717
25.332 ,-11.826  ,78.6277 ,-78.6277 ,-11.826  ,0.9888   ,1.95666
25.334 ,-11.8242 ,78.6154 ,-78.6154 ,-11.8242 ,0.988446 ,1.95615
25.336 ,-11.8224 ,78.6033 ,-78.6033 ,-11.8224 ,0.988052 ,1.95567
25.338 ,-11.8206 ,78.5912 ,-78.5912 ,-11.8206 ,0.987643 ,1.95522
25.34  ,-11.8188 ,78.5793 ,-78.5793 ,-11.8188 ,0.987237 ,1.95476
25.342 ,-11.817  ,78.5674 ,-78.5674 ,-11.817  ,0.986833 ,1.95431
25.344 ,-11.8153 ,78.5556 ,-78.5556 ,-11.8153 ,0.986432 ,1.95387
25.346 ,-11.8136 ,78.5438 ,-78.5438 ,-11.8136 ,0.986008 ,1.95344
25.348 ,-11.8118 ,78.5322 ,-78.5322 ,-11.8118 ,0.985567 ,1.95303
25.35  ,-11.8101 ,78.5207 ,-78.5207 ,-11.8101 ,0.985129 ,1.95262
25.352 ,-11.8084 ,78.5092 ,-78.5092 ,-11.8084 ,0.984695 ,1.95222
25.354 ,-11.8067 ,78.4978 ,-78.4978 ,-11.8067 ,0.984264 ,1.95182
25.356 ,-11.8051 ,78.4865 ,-78.4865 ,-11.8051 ,0.983836 ,1.95142
25.358 ,-11.8034 ,78.4753 ,-78.4753 ,-11.8034 ,0.983411 ,1.95102
25.36  ,-11.8018 ,78.4642 ,-78.4642 ,-11.8018 ,0.98299  ,1.95063
25.362 ,-11.8001 ,78.4532 ,-78.4532 ,-11.8001 ,0.982572 ,1.95024
25.364 ,-11.7985 ,78.4422 ,-78.4422 ,-11.7985 ,0.982279 ,1.94987
25.366 ,-11.7969 ,78.4314 ,-78.4314 ,-11.7969 ,0.98205  ,1.94951
25.368 ,-11.7953 ,78.4207 ,-78.4207 ,-11.7953 ,0.981823 ,1.94915
25.37  ,-11.7937 ,78.4101 ,-78.4101 ,-11.7937 ,0.981598 ,1.94879
25.372 ,-11.7922 ,78.3996 ,-78.3996 ,-11.7922 ,0.981376 ,1.94844
25.374 ,-11.7906 ,78.3891 ,-78.3891 ,-11.7906 ,0.981156 ,1.9481
25.376 ,-11.7891 ,78.3788 ,-78.3788 ,-11.7891 ,0.980938 ,1.94775
25.378 ,-11.7876 ,78.3686 ,-78.3686 ,-11.7876 ,0.980721 ,1.94741
25.38  ,-11.7861 ,78.3585 ,-78.3585 ,-11.7861 ,0.980507 ,1.94707
25.382 ,-11.7846 ,78.3485 ,-78.3485 ,-11.7846 ,0.980295 ,1.94674
25.384 ,-11.7831 ,78.3385 ,-78.3385 ,-11.7831 ,0.980088 ,1.94641
25.386 ,-11.7817 ,78.3287 ,-78.3287 ,-11.7817 ,0.979882 ,1.94609
25.388 ,-11.7802 ,78.3189 ,-78.3189 ,-11.7802 ,0.979678 ,1.94578
25.39  ,-11.7788 ,78.3091 ,-78.3091 ,-11.7788 ,0.979505 ,1.94547
25.392 ,-11.7774 ,78.2995 ,-78.2995 ,-11.7774 ,0.979345 ,1.94516
25.394 ,-11.7759 ,78.2899 ,-78.2899 ,-11.7759 ,0.979185 ,1.94485
25.396 ,-11.7745 ,78.2804 ,-78.2804 ,-11.7745 ,0.979027 ,1.94455
25.398 ,-11.7731 ,78.2709 ,-78.2709 ,-11.7731 ,0.97887  ,1.94425
25.4   ,-11.7717 ,78.2615 ,-78.2615 ,-11.7717 ,0.978714 ,1.94395
25.402 ,-11.7704 ,78.2522 ,-78.2522 ,-11.7704 ,0.978559 ,1.94365
25.404 ,-11.769  ,78.2429 ,-78.2429 ,-11.769  ,0.978404 ,1.94335
25.406 ,-11.7676 ,78.2337 ,-78.2337 ,-11.7676 ,0.978251 ,1.94306
25.408 ,-11.7663 ,78.2245 ,-78.2245 ,-11.7663 ,0.978098 ,1.94277
25.41  ,-11.7649 ,78.2154 ,-78.2154 ,-11.7649 ,0.977947 ,1.94248
25.412 ,-11.7636 ,78.2064 ,-78.2064 ,-11.7636 ,0.977796 ,1.94219
25.414 ,-11.7622 ,78.1974 ,-78.1974 ,-11.7622 ,0.977647 ,1.9419
25.416 ,-11.7609 ,78.1884 ,-78.1884 ,-11.7609 ,0.977499 ,1.94162
25.418 ,-11.7596 ,78.1796 ,-78.1796 ,-11.7596 ,0.977351 ,1.94134
25.42  ,-11.7583 ,78.1708 ,-78.1708 ,-11.7583 ,0.977205 ,1.94105
25.422 ,-11.757  ,78.162  ,-78.162  ,-11.757  ,0.97706  ,1.94078
25.424 ,-11.7557 ,78.1534 ,-78.1534 ,-11.7557 ,0.976916 ,1.9405
25.426 ,-11.7544 ,78.1448 ,-78.1448 ,-11.7544 ,0.976774 ,1.94023
25.428 ,-11.7532 ,78.1363 ,-78.1363 ,-11.7532 ,0.976632 ,1.93995
25.43  ,-11.7519 ,78.1278 ,-78.1278 ,-11.7519 ,0.976492 ,1.93969
25.432 ,-11.7507 ,78.1195 ,-78.1195 ,-11.7507 ,0.976354 ,1.93942
25.434 ,-11.7495 ,78.1112 ,-78.1112 ,-11.7495 ,0.976216 ,1.93916
25.436 ,-11.7483 ,78.103  ,-78.103  ,-11.7483 ,0.976081 ,1.93889
25.438 ,-11.7471 ,78.0949 ,-78.0949 ,-11.7471 ,0.975946 ,1.93864
