t,u,pred_p_x,pred_p_y,pred_p_z,pred_v_x,pred_v_y,pred_v_z,p_x,p_y,p_z,v_x,v_y,v_z
23.752,-2.51478,14.4684,0,51.618,16.6114,0,-5.46484,14.075,0,51.76,16.1221,0,-6.05477
23.754,-2.52002,14.5014,0,51.6051,16.7112,0,-5.53082,14.1072,0,51.7479,16.1788,0,-6.09183
23.756,-2.52529,14.5346,0,51.5921,16.8121,0,-5.59723,14.1395,0,51.7357,16.235,0,-6.12873
23.758,-2.53057,14.5679,0,51.5791,16.9142,0,-5.66425,14.1719,0,51.7235,16.2905,0,-6.16568
23.76,-2.53588,14.6013,0,51.566,17.0173,0,-5.73175,14.2044,0,51.7112,16.3454,0,-6.20248
23.762,-2.5412,14.6348,0,51.5529,17.1212,0,-5.79968,14.2371,0,51.6988,16.3997,0,-6.23931
23.764,-2.54655,14.6685,0,51.5397,17.226,0,-5.8681,14.2698,0,51.6863,16.4534,0,-6.276
23.766,-2.55191,14.7023,0,51.5265,17.3315,0,-5.93683,14.3027,0,51.6737,16.5064,0,-6.31269
23.768,-2.55729,14.7363,0,51.5132,17.4376,0,-6.0058,14.3356,0,51.6611,16.5588,0,-6.34926
23.77,-2.56269,14.7704,0,51.4998,17.544,0,-6.0752,14.3687,0,51.6484,16.6105,0,-6.38581
23.772,-2.56811,14.8047,0,51.4864,17.6504,0,-6.14459,14.4019,0,51.6357,16.6617,0,-6.42225
23.774,-2.57355,14.839,0,51.473,17.7567,0,-6.21411,14.4351,0,51.6228,16.7122,0,-6.45865
23.776,-2.579,14.8736,0,51.4595,17.8627,0,-6.28369,14.4685,0,51.6099,16.762,0,-6.49495
23.778,-2.58447,14.9078,0,51.4459,17.932,0,-6.34784,14.502,0,51.5969,16.8112,0,-6.53118
23.78,-2.58996,14.9414,0,51.4323,17.9423,0,-6.40308,14.5356,0,51.5839,16.8598,0,-6.56732
23.782,-2.59547,14.9752,0,51.4187,17.9514,0,-6.45801,14.5692,0,51.5707,16.9077,0,-6.60338
23.784,-2.60099,15.0091,0,51.405,17.9595,0,-6.51276,14.603,0,51.5575,16.9549,0,-6.63935
23.786,-2.60654,15.0432,0,51.3912,17.9658,0,-6.5672,14.6369,0,51.5443,17.0015,0,-6.67523
23.788,-2.61209,15.0774,0,51.3774,17.9709,0,-6.62122,14.6708,0,51.5309,17.0475,0,-6.71102
23.79,-2.61767,15.1111,0,51.3631,17.9839,0,-6.63361,14.7048,0,51.5175,17.0928,0,-6.7467
23.792,-2.62326,15.1448,0,51.3486,17.9971,0,-6.63739,14.739,0,51.504,17.1374,0,-6.7823
23.794,-2.62887,15.1786,0,51.3341,18.0089,0,-6.64056,14.7732,0,51.4905,17.1813,0,-6.81777
23.796,-2.63449,15.2129,0,51.3194,18.0062,0,-6.66492,14.8075,0,51.4768,17.2246,0,-6.85317
23.798,-2.64013,15.2474,0,51.3046,17.9958,0,-6.69897,14.8419,0,51.4631,17.2672,0,-6.88841
23.8,-2.64579,15.282,0,51.2898,17.9839,0,-6.73254,14.8764,0,51.4493,17.3092,0,-6.92361
23.802,-2.65146,15.3167,0,51.275,17.9706,0,-6.76544,14.911,0,51.4355,17.3504,0,-6.95861
23.804,-2.65714,15.3516,0,51.2601,17.9557,0,-6.79797,14.9456,0,51.4216,17.391,0,-6.99358
23.806,-2.66284,15.3865,0,51.2451,17.9397,0,-6.8299,14.9803,0,51.4076,17.4309,0,-7.02834
23.808,-2.66856,15.4215,0,51.2301,17.9224,0,-6.86151,15.0151,0,51.3936,17.4701,0,-7.06307
23.81,-2.67429,15.4566,0,51.2151,17.9038,0,-6.8927,15.05,0,51.3794,17.5087,0,-7.09757
23.812,-2.68004,15.4918,0,51.2001,17.8843,0,-6.92358,15.085,0,51.3652,17.5465,0,-7.13204
23.814,-2.6858,15.5271,0,51.185,17.8638,0,-6.9541,15.12,0,51.351,17.5837,0,-7.16627
23.816,-2.69157,15.5625,0,51.1698,17.8427,0,-6.9845,15.1551,0,51.3367,17.6202,0,-7.20049
23.818,-2.69736,15.598,0,51.1547,17.8208,0,-7.01465,15.1903,0,51.3223,17.656,0,-7.23443
23.82,-2.70316,15.6335,0,51.1395,17.7983,0,-7.04462,15.2256,0,51.3078,17.6911,0,-7.26837
23.822,-2.70897,15.6691,0,51.1242,17.7753,0,-7.07446,15.2609,0,51.2933,17.7255,0,-7.30202
23.824,-2.7148,15.7048,0,51.1089,17.7522,0,-7.10431,15.2963,0,51.2787,17.7592,0,-7.33567
23.826,-2.72064,15.7406,0,51.0936,17.7289,0,-7.13409,15.3318,0,51.264,17.7922,0,-7.369
23.828,-2.7265,15.7765,0,51.0783,17.7054,0,-7.16412,15.3673,0,51.2493,17.8245,0,-7.40235
23.83,-2.73236,15.8124,0,51.0629,17.6823,0,-7.19421,15.4029,0,51.2345,17.8561,0,-7.43537
23.832,-2.73824,15.8484,0,51.0475,17.6594,0,-7.22455,15.4386,0,51.2196,17.887,0,-7.4684
23.834,-2.74413,15.8845,0,51.0321,17.6366,0,-7.255,15.4743,0,51.2047,17.9172,0,-7.50108
23.836,-2.75004,15.9207,0,51.0166,17.6142,0,-7.28564,15.5101,0,51.1897,17.9467,0,-7.53378
23.838,-2.75595,15.957,0,51.0011,17.592,0,-7.31659,15.5459,0,51.1746,17.9755,0,-7.56612
23.84,-2.76188,15.9933,0,50.9856,17.5703,0,-7.3476,15.5818,0,51.1595,18.0035,0,-7.59847
23.842,-2.76782,16.0297,0,50.97,17.5485,0,-7.37891,15.6177,0,51.1443,18.0309,0,-7.63045
23.844,-2.77377,16.0662,0,50.9544,17.527,0,-7.41034,15.6538,0,51.129,18.0575,0,-7.66245
23.846,-2.77973,16.1028,0,50.9387,17.5054,0,-7.44183,15.6898,0,51.1137,18.0835,0,-7.69405
23.848,-2.7857,16.1395,0,50.923,17.4838,0,-7.47351,15.7259,0,51.0983,18.1086,0,-7.72568
23.85,-2.79168,16.1762,0,50.9073,17.462,0,-7.50507,15.7621,0,51.0829,18.1332,0,-7.7569
23.852,-2.79767,16.213,0,50.8916,17.4399,0,-7.53668,15.7983,0,51.0674,18.1569,0,-7.78814
23.854,-2.80367,16.2491,0,50.8759,17.4398,0,-7.56274,15.8346,0,51.0518,18.18,0,-7.81896
23.856,-2.80968,16.2841,0,50.8605,17.4705,0,-7.5813,15.8709,0,51.0362,18.2023,0,-7.8498
23.858,-2.8157,16.3193,0,50.845,17.5006,0,-7.59955,15.9072,0,51.0205,18.224,0,-7.88021
23.86,-2.82173,16.3544,0,50.8295,17.5301,0,-7.61755,15.9436,0,51.0047,18.2448,0,-7.91064
23.862,-2.82777,16.3897,0,50.8139,17.5589,0,-7.63519,15.98,0,50.9889,18.265,0,-7.94062
23.864,-2.83382,16.425,0,50.7984,17.5867,0,-7.65247,16.0165,0,50.9731,18.2844,0,-7.97062
23.866,-2.83988,16.4604,0,50.7827,17.6138,0,-7.66937,16.053,0,50.9571,18.3032,0,-8.00017
23.868,-2.84595,16.4958,0,50.7671,17.6475,0,-7.68927,16.0896,0,50.9411,18.3211,0,-8.02972
23.87,-2.85202,16.5314,0,50.7514,17.6885,0,-7.71246,16.1262,0,50.9251,18.3385,0,-8.05882
23.872,-2.8581,16.5671,0,50.7357,17.7365,0,-7.73889,16.1628,0,50.909,18.3549,0,-8.08792
23.874,-2.86419,16.6028,0,50.7199,17.7902,0,-7.76788,16.1994,0,50.8928,18.3708,0,-8.11656
23.876,-2.87029,16.6387,0,50.7041,17.8489,0,-7.79907,16.2361,0,50.8766,18.3858,0,-8.14518
23.878,-2.8764,16.6747,0,50.6882,17.9113,0,-7.83209,16.2728,0,50.8603,18.4002,0,-8.17334
23.88,-2.88251,16.7109,0,50.6723,17.9768,0,-7.86639,16.3096,0,50.8439,18.4138,0,-8.20149
23.882,-2.88863,16.7472,0,50.6563,18.0439,0,-7.90143,16.3463,0,50.8275,18.4267,0,-8.22916
23.884,-2.89475,16.7836,0,50.6402,18.112,0,-7.93695,16.3831,0,50.8111,18.4388,0,-8.2568
23.886,-2.90089,16.8202,0,50.6241,18.1826,0,-7.97369,16.42,0,50.7946,18.4503,0,-8.28396
23.888,-2.90703,16.8568,0,50.608,18.2551,0,-8.01123,16.4568,0,50.778,18.4609,0,-8.31109
23.89,-2.91317,16.8936,0,50.5917,18.3284,0,-8.04919,16.4937,0,50.7614,18.4709,0,-8.33774
23.892,-2.91932,16.9305,0,50.5755,18.4016,0,-8.08704,16.5306,0,50.7447,18.4801,0,-8.36434
23.894,-2.92548,16.9676,0,50.5592,18.4738,0,-8.12457,16.5675,0,50.728,18.4886,0,-8.39046
23.896,-2.93164,17.0047,0,50.5428,18.544,0,-8.16113,16.6044,0,50.7112,18.4963,0,-8.41652
23.898,-2.93781,17.0419,0,50.5264,18.6116,0,-8.19653,16.6413,0,50.6944,18.5034,0,-8.4421
23.9,-2.94398,17.081,0,50.5091,18.6583,0,-8.2099,16.6783,0,50.6775,18.5096,0,-8.46759
23.902,-2.95016,17.1206,0,50.4917,18.6965,0,-8.21588,16.7152,0,50.6606,18.5152,0,-8.49262
23.904,-2.95634,17.1604,0,50.4741,18.7302,0,-8.21997,16.7522,0,50.6436,18.5199,0,-8.51754
23.906,-2.96252,17.2002,0,50.4566,18.7591,0,-8.22162,16.7892,0,50.6266,18.5241,0,-8.542
23.908,-2.96871,17.2377,0,50.4393,18.7875,0,-8.23138,16.8262,0,50.6095,18.5273,0,-8.56634
23.91,-2.9749,17.2748,0,50.4221,18.8118,0,-8.24127,16.8632,0,50.5924,18.53,0,-8.59021
23.912,-2.9811,17.3119,0,50.4048,18.8311,0,-8.2489,16.9002,0,50.5752,18.5318,0,-8.61395
23.914,-2.9873,17.349,0,50.3875,18.8452,0,-8.25421,16.9372,0,50.558,18.533,0,-8.63722
23.916,-2.9935,17.3861,0,50.3702,18.8544,0,-8.25732,16.9742,0,50.5407,18.5333,0,-8.66035
23.918,-2.99971,17.4233,0,50.3529,18.8592,0,-8.25836,17.0112,0,50.5234,18.533,0,-8.68302
23.92,-3.00592,17.4605,0,50.3356,18.8599,0,-8.25745,17.0482,0,50.5061,18.5319,0,-8.70552
23.922,-3.01213,17.4976,0,50.3183,18.8571,0,-8.255,17.0852,0,50.4887,18.5301,0,-8.72756
23.924,-3.01834,17.5348,0,50.301,18.8512,0,-8.25116,17.1222,0,50.4712,18.5275,0,-8.74942
23.926,-3.02455,17.572,0,50.2837,18.8427,0,-8.24615,17.1592,0,50.4537,18.5243,0,-8.77083
23.928,-3.03077,17.6091,0,50.2664,18.8323,0,-8.24017,17.1962,0,50.4362,18.5202,0,-8.79203
23.93,-3.03699,17.6462,0,50.2491,18.8205,0,-8.23364,17.2332,0,50.4186,18.5155,0,-8.81279
23.932,-3.04321,17.6834,0,50.2319,18.8077,0,-8.22668,17.2701,0,50.401,18.51,0,-8.83333
23.934,-3.04943,17.7204,0,50.2146,18.7949,0,-8.21967,17.3071,0,50.3834,18.5038,0,-8.85343
23.936,-3.05565,17.7575,0,50.1973,18.7822,0,-8.21265,17.344,0,50.3657,18.4968,0,-8.87328
23.938,-3.06187,17.7946,0,50.1801,18.7701,0,-8.20599,17.381,0,50.3479,18.4892,0,-8.8927
23.94,-3.06809,17.8316,0,50.1628,18.7593,0,-8.19995,17.4179,0,50.3301,18.4807,0,-8.91186
23.942,-3.07431,17.8686,0,50.1456,18.7499,0,-8.19452,17.4548,0,50.3123,18.4716,0,-8.9306
23.944,-3.08053,17.9056,0,50.1284,18.7421,0,-8.18982,17.4917,0,50.2945,18.4617,0,-8.94904
23.946,-3.08675,17.9426,0,50.1111,18.7364,0,-8.18597,17.5286,0,50.2766,18.4512,0,-8.96708
23.948,-3.09297,17.9796,0,50.0939,18.7326,0,-8.18311,17.5654,0,50.2587,18.4398,0,-8.9848
23.95,-3.09919,18.0164,0,50.0767,18.7291,0,-8.17975,17.6022,0,50.2407,18.4278,0,-9.00213
23.952,-3.1054,18.0531,0,50.0595,18.7263,0,-8.17633,17.639,0,50.2227,18.415,0,-9.01912
23.954,-3.11162,18.0888,0,50.041,18.708,0,-8.21063,17.6758,0,50.2047,18.4015,0,-9.03572
23.956,-3.11783,18.1238,0,50.0217,18.681,0,-8.2677,17.7125,0,50.1866,18.3872,0,-9.05196
23.958,-3.12405,18.1588,0,50.0024,18.6566,0,-8.32599,17.7492,0,50.1685,18.3723,0,-9.06782
23.96,-3.13026,18.1939,0,49.983,18.6373,0,-8.3866,17.7859,0,50.1504,18.3566,0,-9.0833
23.962,-3.13646,18.229,0,49.9636,18.6218,0,-8.44928,17.8226,0,50.1322,18.3402,0,-9.09841
23.964,-3.14267,18.2642,0,49.9442,18.6097,0,-8.51355,17.8592,0,50.1141,18.3231,0,-9.11311
23.966,-3.14887,18.2995,0,49.9248,18.5996,0,-8.5788,17.8958,0,50.0958,18.3052,0,-9.12746
23.968,-3.15507,18.3348,0,49.9053,18.5905,0,-8.64478,17.9323,0,50.0776,18.2867,0,-9.14138
23.97,-3.16126,18.3701,0,49.8857,18.5816,0,-8.71082,17.9689,0,50.0593,18.2674,0,-9.15495
23.972,-3.16745,18.4056,0,49.8662,18.5718,0,-8.77673,18.0053,0,50.041,18.2474,0,-9.16808
23.974,-3.17364,18.4411,0,49.8466,18.5601,0,-8.8418,18.0418,0,50.0227,18.2267,0,-9.18086
23.976,-3.17982,18.4767,0,49.827,18.5456,0,-8.90576,18.0782,0,50.0044,18.2053,0,-9.19317
23.978,-3.186,18.5123,0,49.8073,18.5276,0,-8.9682,18.1145,0,49.986,18.1831,0,-9.20516
23.98,-3.19218,18.5479,0,49.7876,18.5056,0,-9.02869,18.1508,0,49.9676,18.1603,0,-9.21665
23.982,-3.19835,18.5837,0,49.7679,18.4787,0,-9.08728,18.1871,0,49.9492,18.1367,0,-9.22782
23.984,-3.20451,18.6194,0,49.7482,18.4468,0,-9.14349,18.2233,0,49.9307,18.1125,0,-9.23849
23.986,-3.21067,18.6551,0,49.7285,18.4094,0,-9.19708,18.2595,0,49.9123,18.0875,0,-9.24883
23.988,-3.21683,18.6909,0,49.7087,18.3665,0,-9.24835,18.2956,0,49.8938,18.0618,0,-9.25865
23.99,-3.22297,18.7267,0,49.689,18.3181,0,-9.29688,18.3316,0,49.8753,18.0354,0,-9.26816
23.992,-3.22912,18.7624,0,49.6693,18.2642,0,-9.34296,18.3676,0,49.8567,18.0084,0,-9.27713
23.994,-3.23525,18.7981,0,49.6496,18.2048,0,-9.38647,18.4036,0,49.8382,17.9806,0,-9.28579
23.996,-3.24138,18.8338,0,49.6299,18.1407,0,-9.42761,18.4395,0,49.8196,17.9521,0,-9.29389
23.998,-3.2475,18.8695,0,49.6102,18.072,0,-9.46667,18.4753,0,49.8011,17.9229,0,-9.3017
24,-3.25362,18.9051,0,49.5905,17.9991,0,-9.50366,18.5111,0,49.7825,17.8931,0,-9.30892
24.002,-3.25972,18.9407,0,49.5709,17.9227,0,-9.53894,18.5469,0,49.7639,17.8625,0,-9.31586
24.004,-3.26582,18.9762,0,49.5513,17.8434,0,-9.57269,18.5825,0,49.7453,17.8312,0,-9.3222
24.006,-3.27192,19.0116,0,49.5318,17.7618,0,-9.60529,18.6181,0,49.7266,17.7992,0,-9.32825
24.008,-3.278,19.0469,0,49.5123,17.6784,0,-9.6369,18.6537,0,49.708,17.7667,0,-9.3337
24.01,-3.28408,19.0822,0,49.4928,17.5941,0,-9.66797,18.6891,0,49.6893,17.7333,0,-9.33886
24.012,-3.29015,19.1174,0,49.4734,17.5091,0,-9.69861,18.7245,0,49.6707,17.6993,0,-9.3434
24.014,-3.29621,19.1525,0,49.454,17.424,0,-9.729,18.7599,0,49.652,17.6646,0,-9.34766
24.016,-3.30226,19.1871,0,49.4346,17.3884,0,-9.71283,18.7952,0,49.6333,17.6292,0,-9.35128
24.018,-3.3083,19.2213,0,49.4152,17.3668,0,-9.68427,18.8303,0,49.6146,17.5931,0,-9.35463
24.02,-3.31433,19.2555,0,49.3958,17.3464,0,-9.65625,18.8655,0,49.5959,17.5565,0,-9.35733
24.022,-3.32035,19.2897,0,49.3765,17.3273,0,-9.62903,18.9005,0,49.5772,17.519,0,-9.35976
24.024,-3.32636,19.3237,0,49.3572,17.3098,0,-9.60272,18.9355,0,49.5585,17.481,0,-9.36153
24.026,-3.33236,19.3577,0,49.3379,17.2944,0,-9.57758,18.9704,0,49.5398,17.4422,0,-9.36302
24.028,-3.33835,19.3917,0,49.3187,17.2808,0,-9.55334,19.0052,0,49.5211,17.4028,0,-9.36385
24.03,-3.34433,19.4256,0,49.2995,17.2693,0,-9.5304,19.04,0,49.5024,17.3626,0,-9.3644
24.032,-3.3503,19.4594,0,49.2803,17.2599,0,-9.50842,19.0746,0,49.4837,17.322,0,-9.36428
24.034,-3.35626,19.4932,0,49.2612,17.2524,0,-9.48761,19.1092,0,49.465,17.2805,0,-9.36388
24.036,-3.36221,19.5269,0,49.2421,17.2467,0,-9.46771,19.1437,0,49.4463,17.2385,0,-9.3628
24.038,-3.36815,19.5606,0,49.223,17.2427,0,-9.44879,19.1781,0,49.4276,17.1957,0,-9.36144
24.04,-3.37407,19.5943,0,49.2039,17.24,0,-9.43048,19.2125,0,49.4088,17.1523,0,-9.35939
24.042,-3.37998,19.6279,0,49.1849,17.2385,0,-9.4129,19.2467,0,49.3901,17.1082,0,-9.35707
24.044,-3.38588,19.6615,0,49.1658,17.2378,0,-9.39575,19.2809,0,49.3714,17.0636,0,-9.35404
24.046,-3.39177,19.695,0,49.1468,17.2375,0,-9.37885,19.3149,0,49.3528,17.0182,0,-9.35074
24.048,-3.39764,19.7285,0,49.1279,17.2372,0,-9.36206,19.3489,0,49.3341,16.9723,0,-9.34674
24.05,-3.4035,19.762,0,49.1089,17.2369,0,-9.34515,19.3828,0,49.3154,16.9256,0,-9.34245
24.052,-3.40935,19.7954,0,49.09,17.2357,0,-9.32788,19.4166,0,49.2967,16.8784,0,-9.33745
24.054,-3.41518,19.8288,0,49.071,17.2341,0,-9.31036,19.4503,0,49.2781,16.8304,0,-9.33217
24.056,-3.421,19.8623,0,49.0521,17.231,0,-9.29205,19.4839,0,49.2594,16.7819,0,-9.32618
24.058,-3.42681,19.8956,0,49.0332,17.226,0,-9.27264,19.5174,0,49.2408,16.7326,0,-9.3199
24.06,-3.4326,19.929,0,49.0143,17.2184,0,-9.25201,19.5508,0,49.2222,16.6829,0,-9.31291
24.062,-3.43838,19.9624,0,48.9954,17.2076,0,-9.22961,19.5841,0,49.2036,16.6323,0,-9.30562
24.064,-3.44414,19.9957,0,48.9765,17.1931,0,-9.20514,19.6173,0,49.185,16.5813,0,-9.29762
24.066,-3.44989,20.029,0,48.9576,17.1744,0,-9.17853,19.6504,0,49.1664,16.5296,0,-9.28931
24.068,-3.45562,20.0623,0,48.9388,17.1511,0,-9.1496,19.6834,0,49.1478,16.4773,0,-9.2803
24.07,-3.46134,20.0955,0,48.92,17.1234,0,-9.11823,19.7163,0,49.1293,16.4243,0,-9.27097
24.072,-3.46704,20.1287,0,48.9012,17.0908,0,-9.08435,19.7491,0,49.1108,16.3708,0,-9.26094
24.074,-3.47273,20.1617,0,48.8824,17.0536,0,-9.04803,19.7818,0,49.0923,16.3166,0,-9.25058
24.076,-3.4784,20.1947,0,48.8637,17.0117,0,-9.00916,19.8144,0,49.0738,16.2619,0,-9.23953
24.078,-3.48405,20.2277,0,48.8451,16.9655,0,-8.96814,19.8468,0,49.0553,16.2064,0,-9.22813
24.08,-3.48969,20.2605,0,48.8265,16.9152,0,-8.92493,19.8792,0,49.0369,16.1505,0,-9.21605
24.082,-3.4953,20.2932,0,48.8079,16.861,0,-8.87976,19.9114,0,49.0185,16.0938,0,-9.20362
24.084,-3.50091,20.3258,0,48.7894,16.8035,0,-8.83289,19.9435,0,49.0001,16.0366,0,-9.1905
24.086,-3.50649,20.3583,0,48.771,16.7432,0,-8.78448,19.9756,0,48.9817,15.9788,0,-9.17702
24.088,-3.51206,20.3907,0,48.7526,16.6804,0,-8.73486,20.0075,0,48.9634,15.9204,0,-9.16287
24.09,-3.51761,20.4229,0,48.7342,16.6168,0,-8.68793,20.0392,0,48.9451,15.8614,0,-9.14834
24.092,-3.52314,20.455,0,48.7157,16.5535,0,-8.64734,20.0709,0,48.9268,15.8019,0,-9.13314
24.094,-3.52866,20.487,0,48.6972,16.4894,0,-8.60638,20.1025,0,48.9086,15.7416,0,-9.11755
24.096,-3.53415,20.5188,0,48.6787,16.4249,0,-8.56506,20.1339,0,48.8904,15.681,0,-9.10131
24.098,-3.53963,20.5505,0,48.6604,16.3604,0,-8.52386,20.1652,0,48.8722,15.6196,0,-9.08467
24.1,-3.54508,20.5821,0,48.6421,16.2963,0,-8.48303,20.1964,0,48.854,15.5577,0,-9.06737
24.102,-3.55052,20.6135,0,48.6239,16.233,0,-8.4425,20.2274,0,48.8359,15.4952,0,-9.04967
24.104,-3.55594,20.6449,0,48.6058,16.171,0,-8.40271,20.2583,0,48.8179,15.4322,0,-9.03132
24.106,-3.56134,20.6761,0,48.5877,16.11,0,-8.36359,20.2892,0,48.7998,15.3685,0,-9.01255
24.108,-3.56672,20.7071,0,48.5697,16.051,0,-8.32538,20.3198,0,48.7818,15.3043,0,-8.99315
24.11,-3.57208,20.7374,0,48.5518,15.9743,0,-8.28766,20.3504,0,48.7638,15.2395,0,-8.9733
24.112,-3.57742,20.7664,0,48.5338,15.8658,0,-8.24994,20.3808,0,48.7459,15.1743,0,-8.95284
24.114,-3.58274,20.7952,0,48.5159,15.7595,0,-8.21326,20.4111,0,48.728,15.1083,0,-8.93193
24.116,-3.58804,20.824,0,48.4981,15.6575,0,-8.17883,20.4412,0,48.7102,15.0419,0,-8.91041
24.118,-3.59331,20.8526,0,48.4803,15.5588,0,-8.1463,20.4713,0,48.6924,14.9749,0,-8.88842
24.12,-3.59857,20.8813,0,48.4626,15.463,0,-8.11523,20.5012,0,48.6747,14.9074,0,-8.86584
24.122,-3.6038,20.9098,0,48.4449,15.3699,0,-8.08557,20.5309,0,48.6569,14.8393,0,-8.84277
24.124,-3.60902,20.9383,0,48.4272,15.2784,0,-8.0567,20.5605,0,48.6393,14.7707,0,-8.81913
24.126,-3.61421,20.9667,0,48.4096,15.188,0,-8.0285,20.59,0,48.6217,14.7015,0,-8.79499
24.128,-3.61938,20.995,0,48.392,15.0978,0,-8.00024,20.6194,0,48.6041,14.6318,0,-8.77028
24.13,-3.62452,21.0233,0,48.3745,15.0071,0,-7.97174,20.6486,0,48.5866,14.5616,0,-8.74506
24.132,-3.62965,21.0515,0,48.357,14.9153,0,-7.94257,20.6776,0,48.5691,14.4908,0,-8.71928
24.134,-3.63475,21.0797,0,48.3395,14.8218,0,-7.91241,20.7066,0,48.5517,14.4195,0,-8.69298
24.136,-3.63983,21.1078,0,48.3221,14.726,0,-7.88098,20.7353,0,48.5344,14.3477,0,-8.66614
24.138,-3.64488,21.1358,0,48.3047,14.6274,0,-7.84802,20.764,0,48.517,14.2753,0,-8.63876
24.14,-3.64991,21.1637,0,48.2874,14.5257,0,-7.81317,20.7925,0,48.4998,14.2025,0,-8.61085
24.142,-3.65492,21.1916,0,48.2701,14.4207,0,-7.77655,20.8208,0,48.4826,14.1291,0,-8.5824
24.144,-3.65991,21.2193,0,48.2529,14.312,0,-7.73773,20.849,0,48.4655,14.0552,0,-8.55342
24.146,-3.66487,21.247,0,48.2358,14.1994,0,-7.69672,20.8771,0,48.4484,13.9808,0,-8.52389
24.148,-3.6698,21.2745,0,48.2187,14.0829,0,-7.65369,20.905,0,48.4314,13.9059,0,-8.49384
24.15,-3.67471,21.302,0,48.2017,13.9628,0,-7.60834,20.9327,0,48.4144,13.8305,0,-8.46323
24.152,-3.6796,21.3293,0,48.1848,13.8388,0,-7.56085,20.9603,0,48.3975,13.7545,0,-8.43213
24.154,-3.68446,21.3565,0,48.1679,13.7103,0,-7.52826,20.9878,0,48.3807,13.6781,0,-8.40044
24.156,-3.6893,21.3835,0,48.151,13.5781,0,-7.50153,21.0151,0,48.3639,13.6012,0,-8.36827
24.158,-3.69411,21.4105,0,48.1342,13.443,0,-7.47284,21.0422,0,48.3472,13.5238,0,-8.3355
24.16,-3.6989,21.4372,0,48.1175,13.3053,0,-7.44238,21.0692,0,48.3305,13.4459,0,-8.30227
24.162,-3.70366,21.4639,0,48.1009,13.1655,0,-7.41034,21.0961,0,48.314,13.3675,0,-8.26844
24.164,-3.70839,21.4903,0,48.0844,13.0239,0,-7.37695,21.1227,0,48.2975,13.2887,0,-8.23414
24.166,-3.7131,21.5166,0,48.068,12.8812,0,-7.34265,21.1493,0,48.281,13.2093,0,-8.19924
24.168,-3.71778,21.5428,0,48.0517,12.7375,0,-7.30743,21.1756,0,48.2646,13.1295,0,-8.16389
24.17,-3.72244,21.5688,0,48.0355,12.5935,0,-7.27167,21.2018,0,48.2483,13.0492,0,-8.12792
24.172,-3.72707,21.5946,0,48.0194,12.4492,0,-7.23541,21.2279,0,48.2321,12.9685,0,-8.09151
24.174,-3.73167,21.6202,0,48.0035,12.3054,0,-7.19916,21.2537,0,48.216,12.8873,0,-8.05448
24.176,-3.73624,21.6457,0,47.9876,12.1622,0,-7.16302,21.2795,0,48.1999,12.8055,0,-8.01702
24.178,-3.74079,21.671,0,47.9718,12.0202,0,-7.12714,21.305,0,48.1839,12.7234,0,-7.97893
24.18,-3.74531,21.6961,0,47.9562,11.8792,0,-7.09167,21.3304,0,48.168,12.6408,0,-7.94042
24.182,-3.7498,21.7211,0,47.9406,11.7398,0,-7.05676,21.3556,0,48.1521,12.5577,0,-7.90128
24.184,-3.75426,21.7459,0,47.9251,11.6018,0,-7.02234,21.3807,0,48.1363,12.4742,0,-7.86172
24.186,-3.7587,21.7702,0,47.9096,11.4868,0,-6.98322,21.4056,0,48.1206,12.3903,0,-7.82153
24.188,-3.7631,21.7936,0,47.8937,11.4116,0,-6.93445,21.4303,0,48.105,12.3058,0,-7.78093
24.19,-3.76748,21.8169,0,47.878,11.3378,0,-6.8866,21.4549,0,48.0895,12.221,0,-7.73969
24.192,-3.77183,21.84,0,47.8624,11.2653,0,-6.8396,21.4793,0,48.0741,12.1357,0,-7.69806
24.194,-3.77615,21.863,0,47.8469,11.1938,0,-6.79309,21.5035,0,48.0587,12.05,0,-7.65578
24.196,-3.78044,21.8858,0,47.8315,11.1234,0,-6.74738,21.5275,0,48.0434,11.9638,0,-7.61311
24.198,-3.7847,21.9085,0,47.8162,11.0537,0,-6.70221,21.5514,0,48.0282,11.8772,0,-7.5698
24.2,-3.78894,21.9311,0,47.8009,10.9846,0,-6.65729,21.5751,0,48.0131,11.7902,0,-7.52611
24.202,-3.79314,21.9535,0,47.7858,10.916,0,-6.61267,21.5986,0,47.9981,11.7028,0,-7.48176
24.204,-3.79731,21.9758,0,47.7707,10.8474,0,-6.56818,21.622,0,47.9832,11.6148,0,-7.43705
24.206,-3.80145,21.998,0,47.7558,10.7787,0,-6.52362,21.6451,0,47.9683,11.5266,0,-7.39169
24.208,-3.80556,22.02,0,47.7409,10.7097,0,-6.47882,21.6681,0,47.9536,11.4379,0,-7.34596
24.21,-3.80965,22.0419,0,47.7261,10.6401,0,-6.43365,21.691,0,47.9389,11.3488,0,-7.29958
24.212,-3.8137,22.0636,0,47.7114,10.5696,0,-6.38794,21.7136,0,47.9243,11.2592,0,-7.25285
24.214,-3.81772,22.0852,0,47.6969,10.498,0,-6.34155,21.7361,0,47.9099,11.1694,0,-7.20546
24.216,-3.8217,22.1067,0,47.6824,10.4254,0,-6.29443,21.7583,0,47.8955,11.079,0,-7.15772
24.218,-3.82566,22.128,0,47.668,10.3513,0,-6.24646,21.7804,0,47.8812,10.9883,0,-7.10934
